_id,friends,viewedProfile,impressions,tags,createdAt,updatedAt,__v
64dc58aeae207fe84292ce3d,[],2838,2226,"['Memes about Classic Movies', 'Memes Inspired by Memorable Quotes', 'Memes about Sports Moments', 'Celebrity Reaction Memes', 'TV Show Spoofs and Memes', 'Video Game Humor', 'Political Satire and Commentary', 'Memes about Technology and Gadgets', 'Memes on Environmental Issues', 'Memes about Online Gaming', 'Memes on Emoji and Text Speak', 'Reaction Memes from Online Videos', 'School and Education Humor', 'Memes about Sleep and Insomnia', 'Memes about Procrastination', 'Cat Memes (Cat-titude!)', 'Memes on Cute Baby Animals', 'Animal Puns and Wordplay']",03:42.4,04:58.1,0
64dc58dfae207fe84292ce48,[],7923,2277,"['Video Game Humor', 'Memes about Sports Moments', 'TV Show Spoofs and Memes', 'Memes about Internet Challenges', 'Memes on Viral Trends and Challenges', 'Memes about Technology and Gadgets', 'Memes about Online Gaming', 'Social Media Platform Spoofs', 'Reaction Memes from Online Videos', 'Technology and Gadget Jokes', 'Memes about Internet Slang', 'Memes on Internet Fads and Challenges', 'School and Education Humor', 'Memes on Daily Commute Struggles', 'Memes about Procrastination', 'Dog Memes (Doggo Humor)', 'Memes about Wild Animals', 'Memes on Cute Baby Animals']",04:31.2,06:13.1,0
64dc58f7ae207fe84292ce51,[],3836,8751,"['Video Game Humor', 'Celebrity Reaction Memes', 'TV Show Spoofs and Memes', 'Memes Featuring Pop Culture Icons', 'Memes on Viral Trends and Challenges', 'Celebrity Scandals and Gossip Memes', 'Memes about Technology and Gadgets', 'Reaction Memes from Online Videos', 'Memes on Viral Dance Challenges', 'Memes on Emoji and Text Speak', 'Memes on Food and Eating Habits', 'Memes on Awkward Social Interactions', 'Memes about Procrastination', 'Memes on Cute Baby Animals', 'Dog Memes (Doggo Humor)', 'Animal Fails and Mishaps']",04:55.5,08:17.7,0
64dc58f8ae207fe84292ce53,[],2311,3309,"['Video Game Humor', 'Celebrity Reaction Memes', 'Music and Song Parodies', 'Memes about Internet Challenges', 'Memes about Technology and Gadgets', 'Memes on Viral Trends and Challenges', 'Memes about Online Gaming', 'Reaction Memes from Online Videos', 'Influencer Culture Parodies', 'School and Education Humor', 'Memes on Food and Eating Habits', 'Memes on Awkward Social Interactions', 'Dog Memes (Doggo Humor)', 'Memes about Wild Animals', 'Memes on Pet Ownership']",04:56.6,09:04.7,2
64dc5927ae207fe84292ce65,[],551,379,"['Memes about Classic Movies', 'Music and Song Parodies', 'TV Show Spoofs and Memes', 'Celebrity Reaction Memes', 'Memes about Sports Moments', 'Video Game Humor', 'Nostalgic Pop Culture References', 'Memes Inspired by Memorable Quotes', 'Iconic Movie Scenes Reimagined', 'Memes Featuring Pop Culture Icons', 'News Headline Memes', 'Political Satire and Commentary', 'Memes on Social Issues and Activism', 'Pandemic and Quarantine Humor', 'Memes about Internet Challenges', 'Memes on Environmental Issues', 'Memes about Technology and Gadgets', 'Memes on Viral Trends and Challenges', 'Memes on Global Events and Conflicts', 'Celebrity Scandals and Gossip Memes', 'Memes about Online Gaming', 'Social Media Platform Spoofs', 'Memes on Viral Dance Challenges', 'Reaction Memes from Online Videos', 'Memes on Emoji and Text Speak', 'Influencer Culture Parodies', 'Technology and Gadget Jokes', 'Memes about Internet Slang', 'Memes about Online Dating', 'Memes on Internet Fads and Challenges', 'School and Education Humor', 'Work and Office Life Memes', 'Parenting and Family Humor', 'Relationship and Dating Memes', 'Memes on Daily Commute Struggles', 'Memes about Procrastination', 'Memes on Food and Eating Habits', 'Memes about Sleep and Insomnia', 'Memes on Awkward Social Interactions', 'Memes on Adulting and Responsibilities', 'Cat Memes (Cat-titude!)', 'Dog Memes (Doggo Humor)', 'Memes about Wild Animals', 'Memes on Cute Baby Animals', 'Animal Fails and Mishaps', 'Memes on Pet Ownership', 'Animal Puns and Wordplay', 'Memes about Talking Animals', 'Memes on Animal Expressions', 'Memes about Animal Behavior']",05:43.5,06:25.5,0
64dc5961ae207fe84292ce76,[],9770,7410,"['Video Game Humor', 'Music and Song Parodies', 'Memes Featuring Pop Culture Icons', 'Political Satire and Commentary', 'Memes on Viral Trends and Challenges', 'Celebrity Scandals and Gossip Memes', 'Memes about Online Gaming', 'Reaction Memes from Online Videos', 'Memes about Internet Slang', 'Memes about Procrastination', 'Memes about Sleep and Insomnia', 'Memes on Awkward Social Interactions', 'Cat Memes (Cat-titude!)', 'Memes on Cute Baby Animals', 'Memes about Wild Animals']",06:41.8,10:42.6,0
64dc59ddae207fe84292ceec,[],2818,4656,"['TV Show Spoofs and Memes', 'Memes about Sports Moments', 'Memes Inspired by Memorable Quotes', 'Memes on Social Issues and Activism', 'Memes about Internet Challenges', 'Memes on Viral Trends and Challenges', 'Social Media Platform Spoofs', 'Reaction Memes from Online Videos', 'Memes about Internet Slang', 'School and Education Humor', 'Work and Office Life Memes', 'Parenting and Family Humor', 'Memes about Wild Animals', 'Memes about Talking Animals', 'Memes about Animal Behavior']",08:45.9,11:47.9,0
64dc5a0aae207fe84292cf0e,[],6030,3810,"['Music and Song Parodies', 'Video Game Humor', 'Nostalgic Pop Culture References', 'Memes on Viral Trends and Challenges', 'Memes on Global Events and Conflicts', 'Memes on Social Issues and Activism', 'Memes about Online Gaming', 'Memes on Internet Fads and Challenges', 'Influencer Culture Parodies', 'School and Education Humor', 'Memes on Daily Commute Struggles', 'Memes on Awkward Social Interactions', 'Animal Fails and Mishaps', 'Memes about Talking Animals', 'Memes about Wild Animals']",09:30.6,11:16.5,0
64dc5a4bae207fe84292cf2a,[],7158,6296,"['Memes about Classic Movies', 'TV Show Spoofs and Memes', 'Music and Song Parodies', 'Video Game Humor', 'Memes about Sports Moments', 'Nostalgic Pop Culture References', 'Iconic Movie Scenes Reimagined', 'Political Satire and Commentary', 'Pandemic and Quarantine Humor', 'Memes about Internet Challenges', 'Memes on Global Events and Conflicts', 'Memes about Online Gaming', 'Influencer Culture Parodies', 'Reaction Memes from Online Videos', 'Memes about Internet Slang', 'Memes about Online Dating', 'Memes on Adulting and Responsibilities', 'Memes on Awkward Social Interactions', 'Memes on Food and Eating Habits', 'Memes about Procrastination', 'Relationship and Dating Memes', 'Work and Office Life Memes', 'School and Education Humor', 'Cat Memes (Cat-titude!)', 'Dog Memes (Doggo Humor)', 'Memes about Wild Animals', 'Memes on Pet Ownership', 'Memes about Talking Animals']",10:35.0,12:18.2,0
64dc5a98ae207fe84292cf44,[],1502,6627,"['TV Show Spoofs and Memes', 'Memes about Sports Moments', 'Video Game Humor', 'Music and Song Parodies', 'Celebrity Reaction Memes', 'Memes Featuring Pop Culture Icons', 'Memes about Internet Challenges', 'Memes about Technology and Gadgets', 'Memes on Viral Trends and Challenges', 'Memes on Global Events and Conflicts', 'Memes about Online Gaming', 'Social Media Platform Spoofs', 'Memes on Viral Dance Challenges', 'Reaction Memes from Online Videos', 'Memes on Emoji and Text Speak', 'Memes about Internet Slang', 'Technology and Gadget Jokes', 'Influencer Culture Parodies', 'Memes on Internet Fads and Challenges', 'Memes on Food and Eating Habits', 'Memes about Sleep and Insomnia', 'Memes on Awkward Social Interactions', 'Memes on Adulting and Responsibilities', 'Cat Memes (Cat-titude!)', 'Dog Memes (Doggo Humor)', 'Memes about Wild Animals', 'Memes on Cute Baby Animals', 'Animal Fails and Mishaps', 'Memes on Pet Ownership', 'Animal Puns and Wordplay', 'Memes about Talking Animals', 'Memes on Animal Expressions', 'Memes about Animal Behavior']",11:52.0,12:51.1,0
64dc5b28ae207fe84292cf54,[],2102,8595,"['Music and Song Parodies', 'Video Game Humor', 'Memes Featuring Pop Culture Icons', 'Celebrity Scandals and Gossip Memes', 'Memes on Viral Trends and Challenges', 'Memes about Internet Challenges', 'Memes on Emoji and Text Speak', 'Reaction Memes from Online Videos', 'Memes about Online Gaming', 'Relationship and Dating Memes', 'School and Education Humor', 'Memes about Sleep and Insomnia', 'Memes on Food and Eating Habits', 'Animal Fails and Mishaps', 'Memes on Pet Ownership', 'Memes on Animal Expressions']",14:16.9,16:09.3,0
64dc5b96ae207fe84292cf6b,[],7739,1959,"['Celebrity Reaction Memes', 'Video Game Humor', 'Memes about Sports Moments', 'Memes Inspired by Memorable Quotes', 'Iconic Movie Scenes Reimagined', 'Memes on Social Issues and Activism', 'Pandemic and Quarantine Humor', 'Memes on Viral Trends and Challenges', 'Memes on Emoji and Text Speak', 'Social Media Platform Spoofs', 'Memes about Online Gaming', 'School and Education Humor', 'Work and Office Life Memes', 'Relationship and Dating Memes', 'Memes on Cute Baby Animals', 'Dog Memes (Doggo Humor)', 'Memes about Animal Behavior']",16:06.3,17:57.6,0
64dc5bb0ae207fe84292cf6e,[],9809,9817,"['Memes about Sports Moments', 'Celebrity Reaction Memes', 'Music and Song Parodies', 'Celebrity Scandals and Gossip Memes', 'Memes on Viral Trends and Challenges', 'Memes about Internet Challenges', 'Social Media Platform Spoofs', 'Memes about Online Gaming', 'Influencer Culture Parodies', 'Relationship and Dating Memes', 'Parenting and Family Humor', 'Memes on Daily Commute Struggles', 'Memes on Cute Baby Animals', 'Dog Memes (Doggo Humor)', 'Memes on Animal Expressions']",16:32.7,18:18.8,0
64dc5bd2ae207fe84292cf82,[],3695,9142,[],17:06.9,17:06.9,0
64dc5be5ae207fe84292cf88,[],2780,2521,"['Video Game Humor', 'Memes about Classic Movies', 'Iconic Movie Scenes Reimagined', 'Memes on Social Issues and Activism', 'Memes about Internet Challenges', 'Memes about Technology and Gadgets', 'Memes about Online Gaming', 'Social Media Platform Spoofs', 'Reaction Memes from Online Videos', 'Memes on Awkward Social Interactions', 'Memes about Sleep and Insomnia', 'Memes about Procrastination', 'School and Education Humor', 'Memes on Cute Baby Animals', 'Animal Fails and Mishaps', 'Memes on Pet Ownership']",17:25.3,27:08.2,0
64dc5d12ae207fe84292d057,[],2022,3677,[],22:26.4,22:26.4,0
64dc5d8bae207fe84292d069,[],6149,1001,"['Memes Featuring Pop Culture Icons', 'Video Game Humor', 'Memes about Sports Moments', 'Memes on Viral Trends and Challenges', 'Political Satire and Commentary', 'Celebrity Scandals and Gossip Memes', 'Memes on Internet Fads and Challenges', 'Memes about Internet Slang', 'Reaction Memes from Online Videos', 'Memes on Awkward Social Interactions', 'Memes about Procrastination', 'Relationship and Dating Memes', 'Memes about Talking Animals', 'Dog Memes (Doggo Humor)', 'Animal Fails and Mishaps']",24:27.2,29:45.0,0
64dc5da8ae207fe84292d072,[],1175,5047,"['Iconic Movie Scenes Reimagined', 'Memes Inspired by Memorable Quotes', 'Nostalgic Pop Culture References', 'Political Satire and Commentary', 'News Headline Memes', 'Memes on Social Issues and Activism', 'Social Media Platform Spoofs', 'Memes about Online Gaming', 'Memes on Viral Dance Challenges', 'School and Education Humor', 'Relationship and Dating Memes', 'Work and Office Life Memes', 'Cat Memes (Cat-titude!)', 'Dog Memes (Doggo Humor)', 'Memes on Cute Baby Animals']",24:56.4,26:16.2,0
64dc5dadae207fe84292d074,[],9527,4138,[],25:01.6,25:01.6,0
64dc5db9ae207fe84292d076,[],3024,615,"['Nostalgic Pop Culture References', 'Video Game Humor', 'Memes about Classic Movies', 'Memes about Internet Challenges', 'Celebrity Scandals and Gossip Memes', 'Memes on Viral Trends and Challenges', 'Social Media Platform Spoofs', 'Memes on Viral Dance Challenges', 'Memes on Internet Fads and Challenges', 'Parenting and Family Humor', 'Memes about Sleep and Insomnia', 'Memes on Awkward Social Interactions', 'Animal Fails and Mishaps', 'Memes on Animal Expressions', 'Memes on Pet Ownership']",25:13.3,32:47.6,4
64dc5e60ae207fe84292d0a4,[],977,4685,[],28:00.9,28:00.9,0
64dc5e61ae207fe84292d0b0,[],2119,9477,[],28:01.7,28:01.7,0
64dc5edeae207fe84292d0c9,[],4905,7609,"['Music and Song Parodies', 'Video Game Humor', 'Memes about Sports Moments', 'Memes about Internet Challenges', 'Memes about Technology and Gadgets', 'Celebrity Scandals and Gossip Memes', 'Social Media Platform Spoofs', 'Memes about Internet Slang', 'Reaction Memes from Online Videos', 'Memes about Sleep and Insomnia', 'Memes on Food and Eating Habits', 'Memes on Daily Commute Struggles', 'Dog Memes (Doggo Humor)', 'Memes about Wild Animals', 'Memes about Talking Animals']",30:06.7,32:01.7,0
64dc5f34ae207fe84292d0f0,[],4962,1584,"['Music and Song Parodies', 'Video Game Humor', 'Iconic Movie Scenes Reimagined', 'Memes about Classic Movies', 'TV Show Spoofs and Memes', 'Celebrity Reaction Memes', 'Memes about Sports Moments', 'Pandemic and Quarantine Humor', 'Memes on Social Issues and Activism', 'Memes about Internet Challenges', 'Memes about Technology and Gadgets', 'Memes about Online Gaming', 'Social Media Platform Spoofs', 'Memes on Viral Dance Challenges', 'Memes on Emoji and Text Speak', 'Influencer Culture Parodies', 'Memes about Internet Slang', 'Technology and Gadget Jokes', 'School and Education Humor', 'Relationship and Dating Memes', 'Memes on Daily Commute Struggles', 'Memes about Procrastination', 'Memes on Food and Eating Habits', 'Memes about Sleep and Insomnia', 'Memes on Awkward Social Interactions', 'Cat Memes (Cat-titude!)', 'Dog Memes (Doggo Humor)', 'Memes on Cute Baby Animals', 'Memes about Wild Animals', 'Animal Fails and Mishaps', 'Memes about Talking Animals', 'Animal Puns and Wordplay']",31:32.9,33:28.4,0
64dc5f55ae207fe84292d0fe,[],8089,8495,[],32:05.8,32:05.8,0
64dc5f93ae207fe84292d132,[],7810,8370,[],33:07.1,33:07.1,0
64dc5fc5ae207fe84292d143,[],6188,8627,"['Video Game Humor', 'Memes Featuring Pop Culture Icons', 'Iconic Movie Scenes Reimagined', 'Memes about Sports Moments', 'Memes Inspired by Memorable Quotes', 'Nostalgic Pop Culture References', 'Music and Song Parodies', 'Memes about Technology and Gadgets', 'Memes about Internet Challenges', 'Memes on Viral Trends and Challenges', 'Memes about Online Gaming', 'Reaction Memes from Online Videos', 'Technology and Gadget Jokes', 'Memes about Internet Slang', 'Relationship and Dating Memes', 'Memes about Sleep and Insomnia', 'Memes on Awkward Social Interactions', 'Memes about Procrastination', 'Dog Memes (Doggo Humor)', 'Cat Memes (Cat-titude!)', 'Memes on Cute Baby Animals', 'Memes about Wild Animals', 'Animal Fails and Mishaps']",33:57.8,36:30.9,0
64dc5fc9ae207fe84292d147,[],2266,2607,"['Video Game Humor', 'Nostalgic Pop Culture References', 'TV Show Spoofs and Memes', 'News Headline Memes', 'Political Satire and Commentary', 'Memes on Global Events and Conflicts', 'Memes on Social Issues and Activism', 'Memes about Internet Slang', 'Memes on Emoji and Text Speak', 'Social Media Platform Spoofs', 'Memes on Adulting and Responsibilities', 'Parenting and Family Humor', 'School and Education Humor', 'Animal Fails and Mishaps', 'Memes on Animal Expressions', 'Memes about Animal Behavior']",34:01.8,07:34.3,0
64dc6046ae207fe84292d17d,[],875,6032,"['Video Game Humor', 'Memes about Sports Moments', 'Nostalgic Pop Culture References', 'Iconic Movie Scenes Reimagined', 'Political Satire and Commentary', 'News Headline Memes', 'Memes on Social Issues and Activism', 'Pandemic and Quarantine Humor', 'Memes about Internet Challenges', 'Memes on Environmental Issues', 'Memes about Technology and Gadgets', 'Memes on Viral Trends and Challenges', 'Celebrity Scandals and Gossip Memes', 'Memes on Global Events and Conflicts', 'Memes about Online Gaming', 'Social Media Platform Spoofs', 'Memes about Internet Slang', 'Technology and Gadget Jokes', 'Memes about Online Dating', 'Memes on Internet Fads and Challenges', 'School and Education Humor', 'Work and Office Life Memes', 'Relationship and Dating Memes', 'Memes about Procrastination', 'Memes on Food and Eating Habits', 'Memes on Awkward Social Interactions', 'Memes on Adulting and Responsibilities', 'Cat Memes (Cat-titude!)', 'Dog Memes (Doggo Humor)', 'Memes on Cute Baby Animals', 'Memes about Wild Animals', 'Animal Fails and Mishaps', 'Memes on Pet Ownership', 'Memes about Talking Animals', 'Animal Puns and Wordplay', 'Memes on Animal Expressions', 'Memes about Animal Behavior']",36:06.7,38:18.5,0
64dc604fae207fe84292d180,[],7441,6968,"['Video Game Humor', 'Celebrity Reaction Memes', 'Memes about Sports Moments', 'Memes Inspired by Memorable Quotes', 'Memes Featuring Pop Culture Icons', 'Political Satire and Commentary', 'Memes about Internet Challenges', 'Memes about Technology and Gadgets', 'Memes on Viral Trends and Challenges', 'Celebrity Scandals and Gossip Memes', 'Memes on Global Events and Conflicts', 'Memes about Online Gaming', 'Social Media Platform Spoofs', 'Memes on Emoji and Text Speak', 'Reaction Memes from Online Videos', 'Memes about Internet Slang', 'Memes on Awkward Social Interactions', 'Memes on Daily Commute Struggles', 'School and Education Humor', 'Memes on Animal Expressions', 'Memes on Cute Baby Animals', 'Cat Memes (Cat-titude!)']",36:15.8,37:38.3,0
64dc6088ae207fe84292d191,[],6441,4538,"['Music and Song Parodies', 'Memes about Classic Movies', 'TV Show Spoofs and Memes', 'Celebrity Reaction Memes', 'Memes about Sports Moments', 'Nostalgic Pop Culture References', 'Video Game Humor', 'Memes Inspired by Memorable Quotes', 'Iconic Movie Scenes Reimagined', 'Memes Featuring Pop Culture Icons', 'Political Satire and Commentary', 'Memes on Social Issues and Activism', 'Pandemic and Quarantine Humor', 'Memes about Internet Challenges', 'Memes about Online Gaming', 'Memes on Emoji and Text Speak', 'Technology and Gadget Jokes', 'Memes about Internet Slang', 'Memes about Online Dating', 'School and Education Humor', 'Relationship and Dating Memes', 'Memes on Daily Commute Struggles', 'Dog Memes (Doggo Humor)', 'Cat Memes (Cat-titude!)', 'Animal Fails and Mishaps', 'Memes on Pet Ownership', 'Memes about Talking Animals']",37:12.3,38:25.3,0
64dc6146ae207fe84292d1f3,[],1399,979,[],40:22.4,40:22.4,0
64dc61d3ae207fe84292d202,[],2949,7283,"['Video Game Humor', 'Memes about Sports Moments', 'Music and Song Parodies', 'Nostalgic Pop Culture References', 'TV Show Spoofs and Memes', 'Political Satire and Commentary', 'Memes on Social Issues and Activism', 'Memes about Technology and Gadgets', 'Celebrity Scandals and Gossip Memes', 'Memes about Online Gaming', 'Social Media Platform Spoofs', 'Memes on Viral Dance Challenges', 'Reaction Memes from Online Videos', 'School and Education Humor', 'Work and Office Life Memes', 'Relationship and Dating Memes', 'Parenting and Family Humor', 'Memes on Food and Eating Habits', 'Memes on Adulting and Responsibilities', 'Cat Memes (Cat-titude!)', 'Dog Memes (Doggo Humor)', 'Memes about Wild Animals']",42:43.2,44:28.3,0
64dc6253ae207fe84292d20d,[],8651,9566,[],44:51.1,44:51.1,0
64dc629aae207fe84292d211,[],8665,6584,"['TV Show Spoofs and Memes', 'Memes about Classic Movies', 'Music and Song Parodies', 'Celebrity Reaction Memes', 'Video Game Humor', 'Memes Inspired by Memorable Quotes', 'Iconic Movie Scenes Reimagined', 'Memes Featuring Pop Culture Icons', 'Memes about Sports Moments', 'Nostalgic Pop Culture References', 'Political Satire and Commentary', 'Memes on Social Issues and Activism', 'Pandemic and Quarantine Humor', 'Memes about Internet Challenges', 'Memes on Environmental Issues', 'Memes about Technology and Gadgets', 'Memes on Viral Trends and Challenges', 'Celebrity Scandals and Gossip Memes', 'Memes on Global Events and Conflicts', 'Memes about Online Gaming', 'Social Media Platform Spoofs', 'Memes on Viral Dance Challenges', 'Reaction Memes from Online Videos', 'Memes on Emoji and Text Speak', 'Influencer Culture Parodies', 'Memes about Internet Slang', 'Technology and Gadget Jokes', 'Memes about Online Dating', 'Memes on Internet Fads and Challenges', 'School and Education Humor', 'Work and Office Life Memes', 'Relationship and Dating Memes', 'Parenting and Family Humor', 'Memes on Daily Commute Struggles', 'Memes about Procrastination', 'Memes on Food and Eating Habits', 'Memes about Sleep and Insomnia', 'Memes on Awkward Social Interactions', 'Memes on Adulting and Responsibilities', 'Cat Memes (Cat-titude!)', 'Dog Memes (Doggo Humor)', 'Memes on Cute Baby Animals', 'Memes about Wild Animals', 'Animal Fails and Mishaps', 'Memes on Pet Ownership', 'Memes about Talking Animals', 'Memes about Animal Behavior', 'Animal Puns and Wordplay', 'Memes on Animal Expressions']",46:02.8,47:38.8,0
64dc62e7ae207fe84292d21b,[],1250,7296,"['Video Game Humor', 'Music and Song Parodies', 'Celebrity Reaction Memes', 'Memes about Sports Moments', 'Nostalgic Pop Culture References', 'Memes on Global Events and Conflicts', 'Memes about Technology and Gadgets', 'Pandemic and Quarantine Humor', 'Memes on Social Issues and Activism', 'News Headline Memes', 'Memes about Online Gaming', 'Social Media Platform Spoofs', 'Memes on Viral Dance Challenges', 'Reaction Memes from Online Videos', 'Memes about Online Dating', 'Memes about Internet Slang', 'Influencer Culture Parodies', 'Technology and Gadget Jokes', 'Memes on Internet Fads and Challenges', 'School and Education Humor', 'Parenting and Family Humor', 'Relationship and Dating Memes', 'Dog Memes (Doggo Humor)', 'Cat Memes (Cat-titude!)', 'Memes about Wild Animals']",47:19.7,48:46.1,0
64dc62fcae207fe84292d220,[],9061,6372,"['Video Game Humor', 'Music and Song Parodies', 'TV Show Spoofs and Memes', 'Memes on Viral Trends and Challenges', 'Memes about Technology and Gadgets', 'Memes on Global Events and Conflicts', 'Memes about Internet Slang', 'Reaction Memes from Online Videos', 'Influencer Culture Parodies', 'Relationship and Dating Memes', 'Memes about Sleep and Insomnia', 'Memes about Procrastination', 'Cat Memes (Cat-titude!)', 'Dog Memes (Doggo Humor)', 'Animal Fails and Mishaps']",47:40.9,50:12.4,0
64dc646aae207fe84292d28a,[],6366,5620,[],53:46.2,53:46.2,0
64dc6476ae207fe84292d28d,[],8244,3513,"['Memes about Classic Movies', 'Video Game Humor', 'TV Show Spoofs and Memes', 'Music and Song Parodies', 'Celebrity Reaction Memes', 'Memes about Sports Moments', 'Nostalgic Pop Culture References', 'Memes Inspired by Memorable Quotes', 'Iconic Movie Scenes Reimagined', 'Memes Featuring Pop Culture Icons', 'Political Satire and Commentary', 'News Headline Memes', 'Memes on Social Issues and Activism', 'Pandemic and Quarantine Humor', 'Memes about Online Gaming', 'Memes on Viral Dance Challenges', 'Reaction Memes from Online Videos', 'Social Media Platform Spoofs', 'School and Education Humor', 'Work and Office Life Memes', 'Relationship and Dating Memes', 'Parenting and Family Humor', 'Memes on Daily Commute Struggles', 'Cat Memes (Cat-titude!)', 'Dog Memes (Doggo Humor)', 'Memes on Cute Baby Animals']",53:58.1,55:19.1,0
64dc64a1ae207fe84292d296,[],9744,4362,"['Celebrity Reaction Memes', 'Memes about Sports Moments', 'Video Game Humor', 'Memes about Internet Challenges', 'Memes about Technology and Gadgets', 'Memes on Viral Trends and Challenges', 'Memes about Online Gaming', 'Social Media Platform Spoofs', 'Memes about Internet Slang', 'Relationship and Dating Memes', 'Parenting and Family Humor', 'Memes on Food and Eating Habits', 'Memes on Cute Baby Animals', 'Dog Memes (Doggo Humor)', 'Memes on Pet Ownership']",54:41.0,56:08.7,0
64dc64a5ae207fe84292d298,[],4085,9136,"['Memes about Classic Movies', 'Video Game Humor', 'Memes about Sports Moments', 'Memes on Global Events and Conflicts', 'Political Satire and Commentary', 'Celebrity Scandals and Gossip Memes', 'Memes about Online Gaming', 'Influencer Culture Parodies', 'Reaction Memes from Online Videos', 'Memes on Awkward Social Interactions', 'Work and Office Life Memes', 'School and Education Humor', 'Dog Memes (Doggo Humor)', 'Animal Fails and Mishaps', 'Memes on Animal Expressions']",54:45.5,59:24.8,0
64dc6502ae207fe84292d2ac,[],861,7247,[],56:18.9,40:30.6,0
64dc6645ae207fe84292d2c6,[],2808,9992,"['Memes about Classic Movies', 'Video Game Humor', 'TV Show Spoofs and Memes', 'Music and Song Parodies', 'Memes on Social Issues and Activism', 'Memes about Internet Challenges', 'Memes on Global Events and Conflicts', 'Memes about Technology and Gadgets', 'Memes about Online Dating', 'Memes about Online Gaming', 'Memes on Emoji and Text Speak', 'Relationship and Dating Memes', 'Memes about Sleep and Insomnia', 'Memes on Awkward Social Interactions', 'Dog Memes (Doggo Humor)', 'Animal Fails and Mishaps', 'Memes on Pet Ownership']",01:41.8,03:13.6,0
64dc6662ae207fe84292d2cf,[],167,4678,"['TV Show Spoofs and Memes', 'Video Game Humor', 'Nostalgic Pop Culture References', 'Political Satire and Commentary', 'Memes on Social Issues and Activism', 'Memes about Technology and Gadgets', 'Memes about Online Dating', 'Memes about Internet Slang', 'Memes on Emoji and Text Speak', 'Memes on Viral Dance Challenges', 'Memes about Procrastination', 'Memes on Daily Commute Struggles', 'Parenting and Family Humor', 'Animal Fails and Mishaps', 'Memes about Talking Animals', 'Memes on Cute Baby Animals']",02:10.1,02:53.4,0
64dc6679ae207fe84292d2e6,[],8146,3953,"['Memes about Classic Movies', 'TV Show Spoofs and Memes', 'Music and Song Parodies', 'Celebrity Reaction Memes', 'Nostalgic Pop Culture References', 'Video Game Humor', 'Memes Inspired by Memorable Quotes', 'Iconic Movie Scenes Reimagined', 'Memes Featuring Pop Culture Icons', 'Memes on Viral Trends and Challenges', 'Memes on Environmental Issues', 'Memes on Global Events and Conflicts', 'Memes about Online Gaming', 'Social Media Platform Spoofs', 'Reaction Memes from Online Videos', 'Memes on Emoji and Text Speak', 'Memes about Internet Slang', 'Relationship and Dating Memes', 'Memes on Awkward Social Interactions', 'Work and Office Life Memes', 'Cat Memes (Cat-titude!)', 'Dog Memes (Doggo Humor)', 'Memes about Wild Animals']",02:33.1,04:58.6,0
64dc6682ae207fe84292d2e8,[],629,901,"['Memes about Classic Movies', 'Video Game Humor', 'TV Show Spoofs and Memes', 'Music and Song Parodies', 'Nostalgic Pop Culture References', 'Memes Inspired by Memorable Quotes', 'Memes Featuring Pop Culture Icons', 'Iconic Movie Scenes Reimagined', 'News Headline Memes', 'Memes on Viral Trends and Challenges', 'Memes about Technology and Gadgets', 'Memes about Internet Challenges', 'Memes about Online Gaming', 'Reaction Memes from Online Videos', 'Memes about Internet Slang', 'Relationship and Dating Memes', 'Memes on Awkward Social Interactions', 'Memes about Sleep and Insomnia', 'Cat Memes (Cat-titude!)', 'Memes on Cute Baby Animals', 'Memes about Talking Animals']",02:42.6,04:35.1,0
64dc66b8ae207fe84292d32a,[],9282,555,"['Music and Song Parodies', 'TV Show Spoofs and Memes', 'Memes about Classic Movies', 'Iconic Movie Scenes Reimagined', 'Memes Featuring Pop Culture Icons', 'Memes about Sports Moments', 'Nostalgic Pop Culture References', 'Celebrity Reaction Memes', 'News Headline Memes', 'Memes on Environmental Issues', 'Memes about Technology and Gadgets', 'Memes on Social Issues and Activism', 'Memes about Internet Challenges', 'Pandemic and Quarantine Humor', 'Political Satire and Commentary', 'Influencer Culture Parodies', 'Memes about Online Gaming', 'Memes about Online Dating', 'Memes on Viral Dance Challenges', 'Reaction Memes from Online Videos', 'Social Media Platform Spoofs', 'Work and Office Life Memes', 'Memes on Food and Eating Habits', 'Memes about Sleep and Insomnia', 'Relationship and Dating Memes', 'Memes on Daily Commute Struggles', 'Parenting and Family Humor', 'Memes about Procrastination', 'Memes on Cute Baby Animals', 'Memes about Talking Animals', 'Dog Memes (Doggo Humor)', 'Memes about Wild Animals', 'Cat Memes (Cat-titude!)']",03:36.1,04:24.5,0
64dc670cae207fe84292d3b3,[],98,5634,"['Memes Featuring Pop Culture Icons', 'Iconic Movie Scenes Reimagined', 'Memes Inspired by Memorable Quotes', 'Memes on Global Events and Conflicts', 'Memes on Viral Trends and Challenges', 'Memes about Technology and Gadgets', 'Memes about Online Dating', 'Memes on Internet Fads and Challenges', 'Technology and Gadget Jokes', 'Memes on Adulting and Responsibilities', 'Memes on Awkward Social Interactions', 'Memes about Sleep and Insomnia', 'Memes on Pet Ownership', 'Memes about Wild Animals', 'Cat Memes (Cat-titude!)']",05:00.5,09:01.4,0
