_id,userId,description,picturePath,userPicturePath,likes,comments,tags,createdAt,updatedAt,__v,videoPath,groupId
64e0fda562f43d93943c2a78,64e0fbca62f43d93943c2a2e,,image/capy8wiuihylobxiud8s,default_pfp.png,"{'64db5283d998906b6c2ca48a': True, '64deb84562f43d93943b8946': True, '6507cbf781f1d375413a8332': True, '6508e9ec81f1d375413c53db': True, '650bc9bc81f1d37541427273': True, '650c6ba281f1d375414367dc': True, '65109d8181f1d3754148ab10': True, '6515f7c34aba5b2bd4fcb6be': True, '651632694aba5b2bd4fd1813': True, '651933e7e81df403dee90dd7': True, '65301d6e0a69ece40ff62bf4': True, '653540850a69ece40ff70b0d': True, '65387a310a69ece40ff7770c': True}",[],[],36:37.1,43:30.7,0,,
64e14fc862f43d93943c3a0c,64e14ee862f43d93943c39ff,who tf looking for him?,image/cycmsbdlzssz9uihuscr,image/ozoahn0ba6kcsgzcemwp,"{'64e14ee862f43d93943c39ff': True, '64db5283d998906b6c2ca48a': True, '64deb84562f43d93943b8946': True, '64dc183aae207fe84292b040': True, '64f4724217cb4912c115ebb0': True, '65089c7f81f1d375413b9ca0': True, '6509019181f1d375413ca8fb': True, '650c1fcc81f1d3754142d194': True, '64dbeb81d998906b6c2ca5be': True, '65387a310a69ece40ff7770c': True, '653dc0ed3e06c4b204e565f1': True, '651632694aba5b2bd4fd1813': True}","[{'text': 'bro really ate half the burger before he started recording 😂😂', 'userId': '64db5283d998906b6c2ca48a', 'picturePath': 'image/nopixg3htlwjtbmi50mw', 'name': 'jake jake', 'location': 'jake'}, {'text': 'i sent this to my friend and he in fact was looking for him', 'userId': '650865a481f1d375413b63f1', 'picturePath': 'default_pfp.png', 'name': 'Kneecapss goofy', 'location': 'Kneecapss'}]",[],27:04.0,23:11.7,0,,
64e2206962f43d93943c5863,64e14ee862f43d93943c39ff,he didn’t say nun at the bottom…,image/nzinqxtkwgwrqescdojk,image/ozoahn0ba6kcsgzcemwp,"{'64e14ee862f43d93943c39ff': True, '64db5283d998906b6c2ca48a': True, '64f78e6617cb4912c11619cf': True, '6507cbf781f1d375413a8332': True, '65084c7081f1d375413b38c1': True, '650865a481f1d375413b63f1': True, '65089c7f81f1d375413b9ca0': True, '6509019181f1d375413ca8fb': True, '650c1fcc81f1d3754142d194': True, '650ef35b81f1d375414627b0': True, '65117a6081f1d375414a0035': True, '650d85e081f1d3754144f7de': True, '6515f7c34aba5b2bd4fcb6be': True, '65173b734aba5b2bd4fe637b': True, '651632694aba5b2bd4fd1813': True, '651b14662f19866f09e2afab': True, '652c8d650de3e77117decb76': True, '6530312d0a69ece40ff63c44': True, '653540850a69ece40ff70b0d': True, '65387a310a69ece40ff7770c': True, '653e24a83e06c4b204e56f73': True, '653dc0ed3e06c4b204e565f1': True, '654044d5318aa113d74a8f6c': True, '654b1009318aa113d74ae482': True, '65307e960a69ece40ff65f63': True}",[],[],17:13.9,49:04.4,0,,
64e22d1862f43d93943c5962,64db5283d998906b6c2ca48a,i almost went to china to see hong kong dumb me,image/vobgm2bcrglsnri4tnsi,image/nopixg3htlwjtbmi50mw,"{'64dbeb81d998906b6c2ca5be': True, '64db5283d998906b6c2ca48a': True, '64dc183aae207fe84292b040': True, '6509019181f1d375413ca8fb': True, '650c6ba281f1d375414367dc': True, '650ef35b81f1d375414627b0': True, '6515f7c34aba5b2bd4fcb6be': True, '651632694aba5b2bd4fd1813': True, '651933e7e81df403dee90dd7': True, '65219da20c835470e9a31258': True, '653540850a69ece40ff70b0d': True, '65387a310a69ece40ff7770c': True}",[],[],11:20.2,43:03.5,0,,
64e51108b0b6c574fef60f2a,64dc781af42bbd9057cb21fb,fat bitches need to shut up,,default_pfp.png,"{'64db5283d998906b6c2ca48a': True, '64f4724217cb4912c115ebb0': True, '6508e9ec81f1d375413c53db': True, '6509019181f1d375413ca8fb': True, '650c6ba281f1d375414367dc': True, '65132f484aba5b2bd4fa37be': True, '65387a310a69ece40ff7770c': True, '653e24a83e06c4b204e56f73': True, '654044d5318aa113d74a8f6c': True, '654b1009318aa113d74ae482': True}","[{'text': 'today', 'userId': '64db5283d998906b6c2ca48a', 'picturePath': 'image/nopixg3htlwjtbmi50mw', 'name': 'jake jake', 'location': 'jake'}, {'text': 'yes.', 'userId': '64deb84562f43d93943b8946', 'picturePath': 'default_pfp.png', 'name': 'michael carter', 'location': 'itz2A.sling'}, {'text': 'No', 'userId': '6508e9ec81f1d375413c53db', 'picturePath': 'default_pfp.png', 'name': 'Samuel Otte', 'location': 'Susposter'}, {'text': 'ong', 'userId': '650997b181f1d375413dbb8e', 'picturePath': 'default_pfp.png', 'name': 'awesome Turtle', 'location': 'Awesometurtle'}, {'text': 'Fr fam', 'userId': '651933e7e81df403dee90dd7', 'picturePath': 'default_pfp.png', 'name': 'Veks Da moron', 'location': 'Veks'}]",[],48:24.1,11:50.2,0,,
64e511a9b0b6c574fef60fd8,64dc781af42bbd9057cb21fb,,image/xgqwfpnuae6tqqzvqbhe,default_pfp.png,"{'64db5283d998906b6c2ca48a': True, '64f1dbf517cb4912c115c9b9': True, '6507cbf781f1d375413a8332': True, '650865a481f1d375413b63f1': True, '650c2be281f1d3754142edc9': True, '652977f20de3e77117de702a': True, '65301b1d0a69ece40ff6297b': True, '65301d6e0a69ece40ff62bf4': True, '65387a310a69ece40ff7770c': True, '653dc0ed3e06c4b204e565f1': True, '654b1009318aa113d74ae482': True}","[{'text': '💀☠️', 'userId': '650865a481f1d375413b63f1', 'picturePath': 'default_pfp.png', 'name': 'Kneecapss goofy', 'location': 'Kneecapss'}]",[],51:05.1,05:31.6,0,,
64e92d8717cb4912c11544e4,64dbeb81d998906b6c2ca5be,,image/txcrih0snosn99f2uts0,image/abkcvkvthnfjt6m2xw04,"{'6507cbf781f1d375413a8332': True, '650865a481f1d375413b63f1': True, '6515f7c34aba5b2bd4fcb6be': True, '652d5dbc0de3e77117dee056': True, '652f098c0de3e77117defac5': True, '65387a310a69ece40ff7770c': True, '653dc0ed3e06c4b204e565f1': True}","[{'text': 'Yo It’s the dancing cat from =3!!', 'userId': '6515f7c34aba5b2bd4fcb6be', 'picturePath': 'default_pfp.png', 'name': 'Elise O.', 'location': 'PuffPuff_isverybadazz'}]","['Video Game Humor', 'Music and Song Parodies', 'Memes on Environmental Issues', 'Memes on Social Issues and Activism', 'Memes about Wild Animals']",39:03.7,59:22.4,0,,
64e9c8f717cb4912c1155a8d,64e9c6e417cb4912c1155983,Juan.,,default_pfp.png,{'65387a310a69ece40ff7770c': True},[],[],42:15.3,42:22.6,0,,
64e9c91617cb4912c1155a90,64e9c6e417cb4912c1155983,Juan.,image/gppvgig02cm9eerg7iax,default_pfp.png,"{'650865a481f1d375413b63f1': True, '6509019181f1d375413ca8fb': True, '6508e9ec81f1d375413c53db': True, '651632694aba5b2bd4fd1813': True, '65299e990de3e77117de7753': True, '652ad69c0de3e77117de9eda': True, '65387a310a69ece40ff7770c': True, '65388d4e0a69ece40ff77b6d': True, '653dc0ed3e06c4b204e565f1': True, '654044d5318aa113d74a8f6c': True, '654b1009318aa113d74ae482': True}","[{'text': 'juan 🗿', 'userId': '650865a481f1d375413b63f1', 'picturePath': 'default_pfp.png', 'name': 'Kneecapss goofy', 'location': 'Kneecapss'}, {'text': 'Baller', 'userId': '651632694aba5b2bd4fd1813', 'picturePath': 'default_pfp.png', 'name': 'PuffPuffIsVeryBadAzz :D ', 'location': 'YFM_FAN'}, {'text': 'Juan', 'userId': '651933e7e81df403dee90dd7', 'picturePath': 'default_pfp.png', 'name': 'Veks Da moron', 'location': 'Veks'}, {'text': 'juan🗿', 'userId': '652fdb8e0de3e77117df023c', 'picturePath': 'default_pfp.png', 'name': 'Bethany Cooper', 'location': '~•Uzi Doorman•~'}, {'text': 'Juan', 'userId': '654b1009318aa113d74ae482', 'picturePath': 'default_pfp.png', 'name': 'Brandon Galicia', 'location': 'APPL3'}]",[],42:46.5,10:07.9,0,,
64e9ca3117cb4912c1155bf4,64e9c6e417cb4912c1155983,Hay alguien español aquí?,,default_pfp.png,{},"[{'text': 'Not me', 'userId': '6508e9ec81f1d375413c53db', 'picturePath': 'default_pfp.png', 'name': 'Samuel Otte', 'location': 'Susposter'}, {'text': 'yo no hablo espanol lo siento :( mi espanol is muy, muy mal', 'userId': '651632694aba5b2bd4fd1813', 'picturePath': 'default_pfp.png', 'name': 'PuffPuffIsVeryBadAzz :D ', 'location': 'YFM_FAN'}, {'text': 'Bueno yo si, lit es mi 1er idioma', 'userId': '6510f0b781f1d37541494cd6', 'picturePath': 'default_pfp.png', 'name': 'lu ma', 'location': 'martokka'}, {'text': 'Si', 'userId': '654b1009318aa113d74ae482', 'picturePath': 'default_pfp.png', 'name': 'Brandon Galicia', 'location': 'APPL3'}]",[],47:29.5,42:12.8,0,,
64f1e06417cb4912c115ca7e,64f1dbf517cb4912c115c9b9,,,default_pfp.png,"{'64f1dbf517cb4912c115c9b9': True, '64dbeb81d998906b6c2ca5be': True, '64db5283d998906b6c2ca48a': True, '650865a481f1d375413b63f1': True, '65089c7f81f1d375413b9ca0': True, '651392f14aba5b2bd4fac4bc': True, '651c47a82f19866f09e2fdc1': True, '65274695d5d672158c78ab4c': True, '652a2ae50de3e77117de8a0e': True, '652c8d650de3e77117decb76': True, '650b841d81f1d3754141e1e3': True, '6530050a0de3e77117df1f58': True, '653017b70a69ece40ff62298': True, '65387a310a69ece40ff7770c': True}",[],[],00:20.5,41:50.6,0,video/sm1kjgtbsungv4doflse,
64f4e43f17cb4912c115ef82,64f4e1f017cb4912c115eeca,Good Evening,image/zcndqeqxi07zld2nl0ks,default_pfp.png,"{'6508e9ec81f1d375413c53db': True, '65387a310a69ece40ff7770c': True, '65388d4e0a69ece40ff77b6d': True}",[],[],53:36.0,54:23.6,0,,
64f54f0117cb4912c115f4a5,64f54d6917cb4912c115f435,gum ,image/t5htlgxrsu2ldlumwojk,default_pfp.png,"{'64dc1355ae207fe84292afb7': True, '6507cbf781f1d375413a8332': True, '6509019181f1d375413ca8fb': True, '6508e9ec81f1d375413c53db': True, '65122e274aba5b2bd4f901b3': True, '6515f7c34aba5b2bd4fcb6be': True, '651632694aba5b2bd4fd1813': True, '6517419a4aba5b2bd4fe707e': True, '651933e7e81df403dee90dd7': True, '65219da20c835470e9a31258': True, '6530050a0de3e77117df1f58': True, '653001470de3e77117df1569': True, '653017b70a69ece40ff62298': True, '653062630a69ece40ff65993': True, '65309e6b0a69ece40ff66a45': True, '6530eea30a69ece40ff674ef': True, '6530312d0a69ece40ff63c44': True, '653540850a69ece40ff70b0d': True, '65387a310a69ece40ff7770c': True, '65388d4e0a69ece40ff77b6d': True, '653e24a83e06c4b204e56f73': True, '654192c7318aa113d74a9da4': True, '654b1009318aa113d74ae482': True}","[{'text': 'only in america', 'userId': '652b64f00de3e77117dea752', 'picturePath': 'default_pfp.png', 'name': 'christian travis', 'location': 'Mighty'}, {'text': 'American dream', 'userId': '653e24a83e06c4b204e56f73', 'picturePath': 'default_pfp.png', 'name': '. .', 'location': 'HelloWorld'}]",[],29:05.1,56:44.2,0,,
64f7cb7b17cb4912c11620a5,64f7ca4a17cb4912c116203a,Euro or sum ,image/ddqpvi8umbydkpjfgsfn,default_pfp.png,"{'64dc1355ae207fe84292afb7': True, '650865a481f1d375413b63f1': True, '6508e9ec81f1d375413c53db': True, '64db5283d998906b6c2ca48a': True, '651392f14aba5b2bd4fac4bc': True, '651632694aba5b2bd4fd1813': True, '6515f7c34aba5b2bd4fcb6be': True, '6530050a0de3e77117df1f58': True, '65301d6e0a69ece40ff62bf4': True, '65387a310a69ece40ff7770c': True, '653dc0ed3e06c4b204e565f1': True, '654044d5318aa113d74a8f6c': True, '654b1009318aa113d74ae482': True}",[],"['Memes about Sports Moments', 'Memes Featuring Pop Culture Icons', 'Memes on Viral Trends and Challenges']",44:43.3,56:59.8,0,,
65048fbf17cb4912c116c517,650412b417cb4912c116b0eb,,image/detb92h0w3ebo708rdqo,default_pfp.png,"{'6507cbf781f1d375413a8332': True, '64db5283d998906b6c2ca48a': True, '6509019181f1d375413ca8fb': True, '6508e9ec81f1d375413c53db': True, '65122e274aba5b2bd4f901b3': True, '651392f14aba5b2bd4fac4bc': True, '6515f7c34aba5b2bd4fcb6be': True, '651632694aba5b2bd4fd1813': True, '65219da20c835470e9a31258': True, '64dcefe1f42bbd9057cb310b': True, '652bebd50de3e77117deb025': True, '652c41980de3e77117deb867': True, '652f098c0de3e77117defac5': True, '652fff8f0de3e77117df0a07': True, '6530050a0de3e77117df1f58': True, '653017b70a69ece40ff62298': True, '653540850a69ece40ff70b0d': True, '65387a310a69ece40ff7770c': True}","[{'text': 'Big brain', 'userId': '652f098c0de3e77117defac5', 'picturePath': 'default_pfp.png', 'name': 'Drew Pernell', 'location': 'NotSusCat'}]",[],09:19.2,59:43.8,0,,
6507b6d481f1d375413a4e67,6507b40581f1d375413a4112,,image/a9ovfuwqw3neusi0p8ck,default_pfp.png,"{'6507cbf781f1d375413a8332': True, '65084c7081f1d375413b38c1': True, '650865a481f1d375413b63f1': True, '65089c7f81f1d375413b9ca0': True, '6509019181f1d375413ca8fb': True, '6509b80f81f1d375413e247a': True, '650b841d81f1d3754141e1e3': True, '65117a6081f1d375414a0035': True, '65122e274aba5b2bd4f901b3': True, '651392f14aba5b2bd4fac4bc': True, '6515f7c34aba5b2bd4fcb6be': True, '651632694aba5b2bd4fd1813': True, '64dc183aae207fe84292b040': True, '64db5283d998906b6c2ca48a': True, '65300b150de3e77117df2df0': True, '65401fd0318aa113d74a8b9c': True, '654b9922318aa113d74ae659': True, '65307e960a69ece40ff65f63': True}",[],[],32:52.9,52:33.6,0,,2f3f7154-7de9-42dd-9a4b-a5d64010faf3
6507b72481f1d375413a507a,6507b67781f1d375413a4b6c,Huh,,default_pfp.png,"{'6508e9ec81f1d375413c53db': True, '6530050a0de3e77117df1f58': True, '65481efd318aa113d74ad552': True}",[],[],34:12.4,23:28.7,0,,
6507b74481f1d375413a508a,6507b40581f1d375413a4112,,image/et7uctx6temyewvsnw9n,default_pfp.png,"{'64db5283d998906b6c2ca48a': True, '650865a481f1d375413b63f1': True, '6508e9ec81f1d375413c53db': True, '6509019181f1d375413ca8fb': True, '65089c7f81f1d375413b9ca0': True, '65117a6081f1d375414a0035': True, '650a4d4381f1d375413f4705': True, '6515f7c34aba5b2bd4fcb6be': True, '651632694aba5b2bd4fd1813': True, '651933e7e81df403dee90dd7': True, '653001470de3e77117df1569': True, '653017b70a69ece40ff62298': True, '65301b1d0a69ece40ff6297b': True, '65387a310a69ece40ff7770c': True, '654192c7318aa113d74a9da4': True, '654b1009318aa113d74ae482': True}","[{'text': 'Now imagine the mrbeast phonk song like miso miso miso beeeeef', 'userId': '651632694aba5b2bd4fd1813', 'picturePath': 'default_pfp.png', 'name': 'PuffPuffIsVeryBadAzz :D ', 'location': 'YFM_FAN'}, {'text': 'MISO BEEEEF :00', 'userId': '652fdb8e0de3e77117df023c', 'picturePath': 'default_pfp.png', 'name': 'Bethany Cooper', 'location': '~•Uzi Doorman•~'}]",[],34:44.5,51:45.2,0,,
6507b7db81f1d375413a5151,6507b40581f1d375413a4112,,image/hayhhhhgepaqtqmwwyag,default_pfp.png,"{'6508e9ec81f1d375413c53db': True, '6509019181f1d375413ca8fb': True, '6515f7c34aba5b2bd4fcb6be': True, '651632694aba5b2bd4fd1813': True, '652a2ae50de3e77117de8a0e': True, '653001470de3e77117df1569': True, '65301b1d0a69ece40ff6297b': True, '654b1009318aa113d74ae482': True}",[],[],37:15.9,42:49.2,0,,
6507b82981f1d375413a522e,6507b40581f1d375413a4112,,image/l3urrjbmhc9g4fufurn7,default_pfp.png,"{'64db5283d998906b6c2ca48a': True, '6509019181f1d375413ca8fb': True, '65089c7f81f1d375413b9ca0': True, '651632694aba5b2bd4fd1813': True, '652a2ae50de3e77117de8a0e': True, '6515f7c34aba5b2bd4fcb6be': True, '652c8d650de3e77117decb76': True, '653001470de3e77117df1569': True, '65309e6b0a69ece40ff66a45': True}","[{'text': 'I kind of like the memes that you have to like read it a few times to get it ', 'userId': '6515f7c34aba5b2bd4fcb6be', 'picturePath': 'default_pfp.png', 'name': 'Elise O.', 'location': 'PuffPuff_isverybadazz'}]",[],38:33.8,18:35.2,0,,
6507d05a81f1d375413a8d1c,6507cbf781f1d375413a8332,,image/pwloqletcq5g806c8l22,default_pfp.png,"{'64db5283d998906b6c2ca48a': True, '6508e9ec81f1d375413c53db': True, '6509019181f1d375413ca8fb': True, '65122e274aba5b2bd4f901b3': True, '651392f14aba5b2bd4fac4bc': True, '65219da20c835470e9a31258': True, '652bebd50de3e77117deb025': True, '652a2ae50de3e77117de8a0e': True, '64dbeb81d998906b6c2ca5be': True, '653540850a69ece40ff70b0d': True, '65388d4e0a69ece40ff77b6d': True, '653dc0ed3e06c4b204e565f1': True, '654044d5318aa113d74a8f6c': True, '65307e960a69ece40ff65f63': True}",[],[],21:46.4,55:23.8,0,,
6507d08481f1d375413a92bf,6507cbf781f1d375413a8332,,image/wzvsacq5rci5bzmtzncq,default_pfp.png,"{'650865a481f1d375413b63f1': True, '6508e9ec81f1d375413c53db': True, '6509019181f1d375413ca8fb': True, '650bc9bc81f1d37541427273': True, '65089c7f81f1d375413b9ca0': True, '651392f14aba5b2bd4fac4bc': True, '651632694aba5b2bd4fd1813': True, '6515f7c34aba5b2bd4fcb6be': True, '65219da20c835470e9a31258': True, '652a2ae50de3e77117de8a0e': True, '652d53a70de3e77117dedf2f': True, '653001470de3e77117df1569': True, '653017b70a69ece40ff62298': True, '65301b1d0a69ece40ff6297b': True, '6532e8060a69ece40ff6cb53': True, '653540850a69ece40ff70b0d': True, '65387a310a69ece40ff7770c': True, '653dc0ed3e06c4b204e565f1': True, '654b1009318aa113d74ae482': True}",[],[],22:28.9,51:00.3,0,,
6507d09981f1d375413a92d1,6507cbf781f1d375413a8332,i swear i thought she was 18,,default_pfp.png,"{'64db5283d998906b6c2ca48a': True, '6509019181f1d375413ca8fb': True, '65122e274aba5b2bd4f901b3': True, '652a2ae50de3e77117de8a0e': True, '652d53a70de3e77117dedf2f': True, '653017b70a69ece40ff62298': True, '65387a310a69ece40ff7770c': True, '654b1009318aa113d74ae482': True}","[{'text': '💀', 'userId': '64db5283d998906b6c2ca48a', 'picturePath': 'image/nopixg3htlwjtbmi50mw', 'name': 'jake jake', 'location': 'jake'}, {'text': '💀', 'userId': '650865a481f1d375413b63f1', 'picturePath': 'default_pfp.png', 'name': 'Kneecapss goofy', 'location': 'Kneecapss'}, {'text': '💀', 'userId': '65299e990de3e77117de7753', 'picturePath': 'default_pfp.png', 'name': 'noah  gomez', 'location': 'the guy that the guy'}]",[],22:49.1,46:33.4,0,,
6507d0b181f1d375413a92d5,6507cbf781f1d375413a8332,,image/vjyr3tjn9mzdsawlwzfh,default_pfp.png,"{'65301b1d0a69ece40ff6297b': True, '6532679f0a69ece40ff6b2d8': True, '65387a310a69ece40ff7770c': True}",[],[],23:13.2,19:06.9,0,,
6507d0c781f1d375413a92d9,6507cbf781f1d375413a8332,,image/iz2ibvczs6dvisnomehr,default_pfp.png,"{'6509019181f1d375413ca8fb': True, '65387a310a69ece40ff7770c': True, '6508e9ec81f1d375413c53db': True}",[],[],23:36.0,39:23.1,0,,
6507d0e181f1d375413a934d,6507cbf781f1d375413a8332,,image/gel6tumjq8p5pnrfu6iu,default_pfp.png,"{'64db5283d998906b6c2ca48a': True, '650865a481f1d375413b63f1': True, '65089c7f81f1d375413b9ca0': True, '6509019181f1d375413ca8fb': True, '651392f14aba5b2bd4fac4bc': True, '65219da20c835470e9a31258': True, '652a2ae50de3e77117de8a0e': True, '653017b70a69ece40ff62298': True, '653159590a69ece40ff6876d': True, '6532679f0a69ece40ff6b2d8': True, '653540850a69ece40ff70b0d': True, '653646300a69ece40ff730fb': True, '65387a310a69ece40ff7770c': True, '65388d4e0a69ece40ff77b6d': True, '653dc0ed3e06c4b204e565f1': True, '654044d5318aa113d74a8f6c': True, '6508e9ec81f1d375413c53db': True}",[],[],24:01.2,23:57.6,0,,
650868b781f1d375413b699d,650865a481f1d375413b63f1,jerm a,image/bv5e9asrrseamqurvoit,default_pfp.png,"{'650865a481f1d375413b63f1': True, '6509019181f1d375413ca8fb': True, '65089c7f81f1d375413b9ca0': True, '652a2ae50de3e77117de8a0e': True, '65301d6e0a69ece40ff62bf4': True, '65387a310a69ece40ff7770c': True}",[],[],11:51.9,20:20.5,0,,
65089dd681f1d375413b9e35,65089c7f81f1d375413b9ca0,bruh😹😹,image/s1gnhytnfp0ej6mebre7,default_pfp.png,"{'65089c7f81f1d375413b9ca0': True, '6509019181f1d375413ca8fb': True, '6508e9ec81f1d375413c53db': True, '65109d8181f1d3754148ab10': True, '65117a6081f1d375414a0035': True, '651392f14aba5b2bd4fac4bc': True, '651632694aba5b2bd4fd1813': True, '651a86d62f19866f09e27654': True, '651cec252f19866f09e3161e': True, '652a2ae50de3e77117de8a0e': True, '64dbeb81d998906b6c2ca5be': True, '653001470de3e77117df1569': True, '653017b70a69ece40ff62298': True, '65301b1d0a69ece40ff6297b': True, '65301d6e0a69ece40ff62bf4': True, '65305af40a69ece40ff653fb': True, '6532679f0a69ece40ff6b2d8': True, '653540850a69ece40ff70b0d': True, '653646300a69ece40ff730fb': True, '65387a310a69ece40ff7770c': True, '653ac5183e06c4b204e5232d': True, '65388d4e0a69ece40ff77b6d': True, '653e24a83e06c4b204e56f73': True}","[{'text': 'Hol up, Pokémon go tryna do WHAT to you now?', 'userId': '6508e9ec81f1d375413c53db', 'picturePath': 'default_pfp.png', 'name': 'Samuel Otte', 'location': 'Susposter'}, {'text': 'Tornado alert. Nearby incident. Meanwhile Pokemon GO: What a nice day. Why not step outside for a bit?', 'userId': '651a86d62f19866f09e27654', 'picturePath': 'default_pfp.png', 'name': 'Simon Bielicki', 'location': 'BeziRoche'}, {'text': 'Pokémon Go is trying to kill you', 'userId': '652fdb8e0de3e77117df023c', 'picturePath': 'default_pfp.png', 'name': 'Bethany Cooper', 'location': '~•Uzi Doorman•~'}, {'text': 'If this is your phone I now know where you live', 'userId': '653001470de3e77117df1569', 'picturePath': 'default_pfp.png', 'name': 'Austin  Mayo', 'location': 'Mayo6296'}, {'text': 'U gonna get a Nitro ig', 'userId': '65305af40a69ece40ff653fb', 'picturePath': 'default_pfp.png', 'name': 'Aryan Escobar', 'location': 'Aryan'}]",['Video Game Humor'],58:30.8,47:53.6,0,,
65089e5981f1d375413ba2f9,65089c7f81f1d375413b9ca0,,image/nkus5h0wdjjxzmb6ch7h,default_pfp.png,"{'6509019181f1d375413ca8fb': True, '65089c7f81f1d375413b9ca0': True, '651632694aba5b2bd4fd1813': True, '652fff470de3e77117df0698': True, '65309e6b0a69ece40ff66a45': True, '65387a310a69ece40ff7770c': True, '6508e9ec81f1d375413c53db': True, '654b1009318aa113d74ae482': True}","[{'text': 'Some apps are; no big deel ', 'userId': '6508e9ec81f1d375413c53db', 'picturePath': 'default_pfp.png', 'name': 'Samuel Otte', 'location': 'Susposter'}, {'text': '""you got games on yo phone"" ""yea, fortnite mobile""', 'userId': '651632694aba5b2bd4fd1813', 'picturePath': 'default_pfp.png', 'name': 'PuffPuffIsVeryBadAzz :D ', 'location': 'YFM_FAN'}]",[],00:41.8,01:24.0,0,,
6508a03781f1d375413ba515,65089c7f81f1d375413b9ca0,,,default_pfp.png,"{'65089c7f81f1d375413b9ca0': True, '650865a481f1d375413b63f1': True, '650a355d81f1d375413f1586': True, '64dbeb81d998906b6c2ca5be': True, '65133ea14aba5b2bd4fa55be': True, '651632694aba5b2bd4fd1813': True}",[],[],08:39.5,28:36.1,0,video/h5gycafdegtfai6dxv9c,4d6a6015-3a86-4d8a-8720-fd41f817730f
6508a05d81f1d375413ba51a,65089c7f81f1d375413b9ca0,,image/rzvrjteyhhbkiianlnym,default_pfp.png,"{'650a489d81f1d375413f343c': True, '65089c7f81f1d375413b9ca0': True, '6508e9ec81f1d375413c53db': True, '650bc9bc81f1d37541427273': True, '651392f14aba5b2bd4fac4bc': True, '651a86d62f19866f09e27654': True, '65219da20c835470e9a31258': True, '652d53a70de3e77117dedf2f': True, '64dbeb81d998906b6c2ca5be': True, '653001470de3e77117df1569': True, '653017b70a69ece40ff62298': True, '653015530a69ece40ff61ea6': True, '65301b1d0a69ece40ff6297b': True, '65301d6e0a69ece40ff62bf4': True, '653062630a69ece40ff65993': True, '6530fe650a69ece40ff675fa': True, '653646300a69ece40ff730fb': True, '65387a310a69ece40ff7770c': True, '653dc0ed3e06c4b204e565f1': True, '653ff2ceb2b074ed8ef25e69': True, '65481efd318aa113d74ad552': True, '654b1009318aa113d74ae482': True}","[{'text': 'i love my silky air', 'userId': '65388d4e0a69ece40ff77b6d', 'picturePath': 'default_pfp.png', 'name': 'milk shake', 'location': 'milk'}]",[],09:17.4,59:06.0,0,,
6508dff081f1d375413c2952,650865a481f1d375413b63f1,dun dun dunnnn,image/tmjbzzwy7qzis91u0vkc,default_pfp.png,"{'6508e9ec81f1d375413c53db': True, '651632694aba5b2bd4fd1813': True, '65219da20c835470e9a31258': True, '652a2ae50de3e77117de8a0e': True, '652c8d650de3e77117decb76': True, '653001470de3e77117df1569': True, '65301b1d0a69ece40ff6297b': True, '65387a310a69ece40ff7770c': True}",[],[],40:32.0,19:42.6,0,,
6508e0e181f1d375413c2d65,650865a481f1d375413b63f1,😱🗿🗣️🗣️🔥🔥,image/i6vxx4mfbbmayy4nhsrf,default_pfp.png,"{'6509019181f1d375413ca8fb': True, '64db5283d998906b6c2ca48a': True, '65305af40a69ece40ff653fb': True, '65309e6b0a69ece40ff66a45': True, '65387a310a69ece40ff7770c': True}",[],[],44:33.7,19:39.2,0,,
65091da681f1d375413cdeda,6507cbf781f1d375413a8332,post this cat with considerable delay,image/pssj06n54kpimv7snni4,default_pfp.png,"{'650865a481f1d375413b63f1': True, '651632694aba5b2bd4fd1813': True, '6532679f0a69ece40ff6b2d8': True, '65387a310a69ece40ff7770c': True, '65388d4e0a69ece40ff77b6d': True, '653e356701c83022c01c8bf7': True, '654b9922318aa113d74ae659': True}",[],['Cat Memes (Cat-titude!)'],03:50.5,23:19.0,0,,
6509ae8e81f1d375413e15ab,6508b67781f1d375413bbe6b,Soooo true,image/mkdlp0xjwcocvelrmn6v,default_pfp.png,"{'6508e9ec81f1d375413c53db': True, '650b841d81f1d3754141e1e3': True, '650bc9bc81f1d37541427273': True, '64dbeb81d998906b6c2ca5be': True, '64db5283d998906b6c2ca48a': True, '651632694aba5b2bd4fd1813': True, '651a86d62f19866f09e27654': True, '65307e960a69ece40ff65f63': True}",[],[],22:06.5,08:33.9,0,,e1b37513-fe06-44fb-8b06-3e415281f3a6
6509e4c381f1d375413e7aa1,6509b80f81f1d375413e247a,I like meme,,default_pfp.png,"{'6508e9ec81f1d375413c53db': True, '650f60f181f1d3754146ab0c': True, '64db5283d998906b6c2ca48a': True}","[{'text': 'same', 'userId': '650865a481f1d375413b63f1', 'picturePath': 'default_pfp.png', 'name': 'Kneecapss goofy', 'location': 'Kneecapss'}, {'text': 'Yes', 'userId': '6508e9ec81f1d375413c53db', 'picturePath': 'default_pfp.png', 'name': 'Samuel Otte', 'location': 'Susposter'}]",[],13:23.9,22:09.5,0,,2f3f7154-7de9-42dd-9a4b-a5d64010faf3
